Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
4708,The Beautiful and Damned,F. Scott Fitzgerald,"Fitzgerald, F. Scott","Kermit Vanderbilt, Monty","=""0743451503""","=""9780743451505""",0,3.73,Simon & Schuster,Mass Market Paperback,422,2002,1922,,2020/06/18,to-read,to-read (#17),to-read,,,,0,0
3876,The Sun Also Rises,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",4,3.79,Pan Books,Paperback,189,1957,1926,,2020/06/18,,,read,,,,1,0
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""0446365386""","=""9780446365383""",0,4.31,Warner Books,Mass Market Paperback,1037,1993,1936,,2020/06/18,to-read,to-read (#16),to-read,,,,0,0
7190,The Three Musketeers,Alexandre Dumas,"Dumas, Alexandre","Richard Pevear, Philip Bates, William Barrow, August Zoller, Marisa Zini, Moshe Ukle, Pierre Toutain-Dorbec, John      Lee, Jacques Georges Clemenc Le Clercq, Natalie Montoto, S.M. Sheley, Daniel Rasmusson, Louis Jourdan, Walter Covell, Michael Page, Michael Hugh Johnson, Sylvie Thorel-Cailleteau, Milo Winter, Bill Homewood, Arthur Paul John Charles James Gore Sudley, S.N. Rizvi, Giorgio Manganelli, William Robson, Isabel Ely Lord, Александр Дюма","=""""","=""""",0,4.10,Modern Library,Paperback,625,2001,1844,,2020/06/18,to-read,to-read (#15),to-read,,,,0,0
17689,Franz Kafka's The Castle (Dramatization),David Fishelson,"Fishelson, David","Aaron Leichter, Max Brod, Franz Kafka","=""082221900X""","=""9780822219002""",0,4.10,"Dramatists Play Service, Inc.",Paperback,59,2003,2003,,2020/06/18,to-read,to-read (#14),to-read,,,,0,0
12321,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich","Michael Tanner, R.J. Hollingdale","=""014044923X""","=""9780140449235""",0,4.03,Penguin Classics,Paperback,240,2003,1886,,2020/06/18,to-read,to-read (#13),to-read,,,,0,0
46170,For Whom the Bell Tolls,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,3.98,Scribner,Paperback,471,1995,1940,,2020/06/18,to-read,to-read (#12),to-read,,,,0,0
298275,Nausea,Jean-Paul Sartre,"Sartre, Jean-Paul","Lloyd Alexander, Hayden Carruth","=""0811201880""","=""9780811201889""",0,3.93,New Directions,Hardcover,178,1969,1938,,2020/06/18,to-read,to-read (#11),to-read,,,,0,0
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Tom Wilson, William Little Hughes","=""0142437174""","=""9780142437179""",5,3.83,Penguin Classics,Paperback,327,2002,1884,,2020/06/18,,,read,,,,1,0
27822,Eugene Onegin,Alexander Pushkin,"Pushkin, Alexander",James E. Falen,"=""""","=""""",0,4.10,Oxford University Press,Paperback,240,1998,1833,,2020/06/18,to-read,to-read (#10),to-read,,,,0,0
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon","=""0192840398""","=""9780192840394""",0,3.71,Oxford University Press,Paperback,329,2004,1877,,2020/06/18,to-read,to-read (#9),to-read,,,,0,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",4,3.90,Bantam Classics,Mass Market Paperback,201,1972,1915,,2020/06/18,,,read,,,,1,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0571268862""","=""9780571268863""",0,4.05,Harper Perennial Modern Classics,Paperback,294,2006,1963,,2020/06/18,to-read,to-read (#8),to-read,,,,0,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",4,4.28,Penguin,Paperback,671,2002,1866,,2020/06/18,,,read,,,,1,0
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""1939126010""","=""9781939126016""",0,4.00,Zola Books,ebook,537,2013,2003,,2020/06/18,to-read,to-read (#7),to-read,,,,0,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",5,3.93,Scribner,Paperback,180,1925,1925,,2020/06/18,,,read,,,,1,0
6442769,Paper Towns,John Green,"Green, John",Gázsity Mila,"=""014241493X""","=""9780142414934""",0,3.70,Speak,Paperback,305,2009,2008,,2020/06/18,to-read,to-read (#6),to-read,,,,0,0
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,"=""1594744769""","=""9781594744761""",0,3.92,Quirk,Hardcover,352,2011,2011,,2020/06/18,to-read,to-read (#5),to-read,,,,0,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",3,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2020/06/18,,,read,,,,1,0
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",0,4.17,Signet Classics,Mass Market Paperback,449,2004,1868,,2020/06/18,to-read,to-read (#4),to-read,,,,0,0
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Ros Ballaster, Джейн Остин","=""0141439661""","=""9780141439662""",0,4.09,Penguin Books,Paperback,409,2003,1811,,2020/06/18,to-read,to-read (#3),to-read,,,,0,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",5,4.15,Penguin,Paperback,532,2003,1846,,2020/06/18,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""0439554934""","=""9780439554930""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2020/06/18,,,read,,,,1,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",5,3.96,Riverhead Books,Hardcover,336,2015,2015,,2020/06/18,,,read,,,,1,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",0,4.35,Riverhead Books,Paperback,371,2004,2003,,2020/06/18,to-read,to-read (#2),to-read,,,,0,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.31,Scribner,Hardcover,544,2014,2014,,2020/06/18,to-read,to-read (#1),to-read,,,,0,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",5,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2020/06/18,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",4,3.70,Penguin Books ,Paperback,182,1999,1954,,2020/06/18,,,read,,,,1,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""1441341706""","=""9781441341709""",5,4.29,Modern Library,Paperback,279,2023,1813,,2020/06/18,,,read,,,,1,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",5,3.80,Back Bay Books,Paperback,277,2001,1951,,2020/06/18,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",5,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2020/06/18,,,read,,,,1,0
