Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
30933,Brideshead Revisited,Evelyn Waugh,"Waugh, Evelyn",,"=""0316926345""","=""9780316926348""",0,4.00,Back Bay Books,Paperback,351,1999,1945,,2023/04/10,to-read,to-read (#280),to-read,,,,0,0
58861255,I Remain in Darkness,Annie Ernaux,"Ernaux, Annie",Tanya Leslie,"=""""","=""""",0,4.00,Seven Stories Press,Paperback,94,,1996,,2023/04/10,to-read,to-read (#279),to-read,,,,0,0
58314,The Elementary Particles,Michel Houellebecq,"Houellebecq, Michel",Frank Wynne,"=""0375727019""","=""9780375727016""",0,3.80,Vintage,Paperback,272,2001,1998,,2023/04/02,to-read,to-read (#278),to-read,,,,0,0
426504,Ficciones,Jorge Luis Borges,"Borges, Jorge Luis","Anthony Kerrigan, Anthony Bonner","=""0802130305""","=""9780802130303""",0,4.40,Grove Press,Paperback,174,1994,1944,,2023/03/25,to-read,to-read (#277),to-read,,,,0,0
16282857,"My Struggle, Book 1",Karl Ove Knausgård,"Knausgård, Karl Ove","Don Bartlett, Edoardo Ballerini","=""""","=""""",0,4.10,Recorded Books ,Audiobook,,2014,2009,,2023/03/25,to-read,to-read (#276),to-read,,,,0,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Афанасьевич Булгаков","=""0679760806""","=""9780679760801""",5,4.28,Vintage International,Paperback,372,1996,1967,,2020/06/18,,,read,,,,1,0
52090,Eichmann in Jerusalem: A Report on the Banality of Evil,Hannah Arendt,"Arendt, Hannah",,"=""""","=""""",0,4.20,Penguin Classics,Paperback,312,2006,1963,,2023/03/24,to-read,to-read (#275),to-read,,,,0,0
54042,Malone Dies,Samuel Beckett,"Beckett, Samuel",,"=""0802151175""","=""9780802151179""",0,3.85,Grove Pr,Paperback,127,1978,1951,,2023/03/15,to-read,to-read (#274),to-read,,,,0,0
30597,The Hunchback of Notre-Dame,Victor Hugo,"Hugo, Victor","Walter J. Cobb, Lucie Konvičková","=""0451527887""","=""9780451527882""",4,4.02,Signet Classics,Paperback,510,2001,1831,,2020/06/18,,,read,,,,1,0
62798,The Temple of the Golden Pavilion,Yukio Mishima,"Mishima, Yukio",Ivan Morris,"=""0679433155""","=""9780679433156""",0,3.97,Everyman's Library,Hardcover,247,1995,1956,,2023/03/15,to-read,to-read (#273),to-read,,,,0,0
62794,Confessions of a Mask,Yukio Mishima,"Mishima, Yukio",Meredith Weatherby,"=""0720610311""","=""9780720610314""",0,3.95,Peter Owen,Paperback,224,1998,1949,,2023/03/15,to-read,to-read (#272),to-read,,,,0,0
381440,The Society of the Spectacle,Guy Debord,"Debord, Guy",Donald Nicholson-Smith,"=""0942299795""","=""9780942299793""",0,4.03,Zone Books,Paperback,154,1995,1967,,2023/03/07,to-read,to-read (#271),to-read,,,,0,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.25,Harper Voyager,Paperback,387,1994,1974,,2023/03/07,to-read,to-read (#270),to-read,,,,0,0
52536373,Der Sandmann/The Sandman by E. T. A. Hoffmann: The Original German and a New English Translation with Critical Introductions,E.T.A. Hoffmann,"Hoffmann, E.T.A.",Jolyon Timothy Hughes,"=""076187190X""","=""9780761871903""",0,3.57,Hamilton Books,Paperback,126,2020,1816,,2023/03/07,to-read,to-read (#269),to-read,,,,0,0
253984,"A Time of Gifts (Trilogy, #1)",Patrick Leigh Fermor,"Fermor, Patrick Leigh",Jan Morris,"=""1590171659""","=""9781590171653""",0,4.04,NYRB Classics,Paperback,321,2005,1977,,2023/02/07,to-read,to-read (#268),to-read,,,,0,0
35036409,"My Brilliant Friend (Neapolitan Novels, #1)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",0,4.05,Penguin Random House ,Paperback,331,2012,2011,,2023/02/06,to-read,to-read (#267),to-read,,,,0,0
19009927,Father Goriot,Honoré de Balzac,"Balzac, Honoré de",,"=""""","=""""",4,3.85,,Kindle Edition,723,2012,1835,,2023/02/06,,,read,,,,1,0
24874322,The Life of a Stupid Man,Ryūnosuke Akutagawa,"Akutagawa, Ryūnosuke",Jay Rubin,"=""0141397721""","=""9780141397726""",0,3.68,Penguin Classics,Paperback,55,2015,1927,,2023/02/02,to-read,to-read (#266),to-read,,,,0,0
29081916,"Only Dull People Are Brilliant at Breakfast (Penguin Little Black Classics, #119)",Oscar Wilde,"Wilde, Oscar",,"=""""","=""""",0,3.93,Penguin,Kindle Edition,60,2016,2016,,2023/02/02,to-read,to-read (#265),to-read,,,,0,0
6671,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""""","=""""",0,4.12,Knopf Books for Young Readers,Hardcover,232,2001,1977,,2023/02/02,to-read,to-read (#264),to-read,,,,0,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""""","=""""",0,4.04,Penguin Books,Paperback,263,1987,1985,,2023/01/31,to-read,to-read (#263),to-read,,,,0,0
104837,Antony and Cleopatra,William Shakespeare,"Shakespeare, William","Paul Werstine, Cynthia Marshall, Ludwig Tieck, August Wilhelm von Schlegel, Barbara A. Mowat, Panteleimon Kulish, Іван Франко, Ivan Franko","=""0743482859""","=""9780743482851""",5,3.71,Washington Square Press,Mass Market Paperback,336,2005,1606,,2020/06/20,,,read,,,,1,0
264,The Portrait of a Lady,Henry James,"James, Henry","Geoffrey Moore, Patricia Crick","=""0141439637""","=""9780141439631""",5,3.80,Penguin Classics,Paperback,797,2003,1881,,2023/01/22,,,read,,,,1,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",4,4.29,Houghton Mifflin,Paperback,366,2002,1937,,2023/01/21,,,read,,,,1,0
19232268,Oblivion: A Memoir,Héctor Abad Faciolince,"Faciolince, Héctor Abad","Anne McLean, Rosalind Harvey","=""""","=""""",0,4.39,"Farrar, Straus and Giroux",Kindle Edition,273,2012,2006,,2023/01/14,to-read,to-read (#262),to-read,,,,0,0
294459,Miss Lonelyhearts / The Day of the Locust,Nathanael West,"West, Nathanael",,"=""0811202151""","=""9780811202152""",0,3.89,New Directions Publishing Corporation (NY),Paperback,247,1969,1939,,2022/10/24,to-read,to-read (#261),to-read,,,,0,0
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Nina Baym, Thomas E. Connolly","=""0142437263""","=""9780142437261""",0,3.44,Penguin Books,Paperback,279,2002,1850,,2022/10/24,to-read,to-read (#260),to-read,,,,0,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",0,4.25,Back Bay Books,Paperback,1088,2005,1996,,2022/10/22,to-read,to-read (#259),to-read,,,,0,0
537094,The Overcoat,Nikolai Gogol,"Gogol, Nikolai",,"=""1419176528""","=""9781419176524""",0,4.15,Kessinger Pub Co,Paperback,57,2004,1842,,2022/10/20,to-read,to-read (#258),to-read,,,,0,0
28381,Dead Souls,Nikolai Gogol,"Gogol, Nikolai",Robert A. Maguire,"=""0140448071""","=""9780140448078""",0,3.98,Penguin Classics,Paperback,464,2004,1842,,2022/10/20,to-read,to-read (#257),to-read,,,,0,0
394535,"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",0,4.16,Vintage Books,Paperback,351,2010,1985,,2022/10/16,to-read,to-read (#256),to-read,,,,0,0
42857762,The Evolution of a Girl,L.E. Bowman,"Bowman, L.E.",Marie Worden,"=""0692144048""","=""9780692144046""",0,4.26,,Paperback,284,2018,2018,,2022/10/16,to-read,to-read (#255),to-read,,,,0,0
20942,Shakespeare: The Invention of the Human,Harold Bloom,"Bloom, Harold",,"=""157322751X""","=""9781573227513""",0,4.03,The Berkley Publishing Group,Paperback,745,1999,1998,,2022/10/16,to-read,to-read (#254),to-read,,,,0,0
20943,How to Read and Why,Harold Bloom,"Bloom, Harold",,"=""0684859076""","=""9780684859071""",0,3.61,Scribner,Paperback,288,2001,2000,,2022/10/16,to-read,to-read (#253),to-read,,,,0,0
4983,Kurt Vonnegut's Cat's Cradle,Harold Bloom,"Bloom, Harold","Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris","=""0791071685""","=""9780791071687""",0,4.36,Chelsea House Publications,Paperback,258,2002,2002,,2022/10/16,to-read,to-read (#252),to-read,,,,0,0
12938,King Lear,William Shakespeare,"Shakespeare, William",William James Rolfe,"=""""","=""""",5,3.91,Simon & Schuster,Mass Market Paperback,339,2004,1605,,2020/06/22,,,read,,,,1,0
7763,The Joy Luck Club,Amy Tan,"Tan, Amy",,"=""""","=""""",0,3.97,Penguin (Non-Classics),Paperback,288,2006,1989,,2022/10/13,to-read,to-read (#251),to-read,,,,0,0
92517,The Glass Menagerie,Tennessee Williams,"Williams, Tennessee",Robert Bray,"=""0811214044""","=""9780811214049""",4,3.74,New Directions,Paperback,104,1999,1945,,2022/10/10,,,read,,,,1,0
399257,Simple Passion,Annie Ernaux,"Ernaux, Annie",Tanya Leslie,"=""1583225749""","=""9781583225745""",0,3.92,Seven Stories Press,Paperback,80,2003,1991,,2022/10/06,to-read,to-read (#250),to-read,,,,0,0
43557477,The Jane Austen Society,Natalie Jenner,"Jenner, Natalie",,"=""1250248736""","=""9781250248732""",0,3.73,St. Martin's Press,Hardcover,304,2020,2020,,2022/10/05,to-read,to-read (#249),to-read,,,,0,0
31242,Bleak House,Charles Dickens,"Dickens, Charles","Nicola Bradbury, Hablot Knight Browne","=""0143037617""","=""9780143037613""",0,4.02,Penguin Books,Paperback,1017,2006,1853,,2022/10/03,to-read,to-read (#248),to-read,,,,0,0
18739810,The Women in the Dunes,Kōbō Abe,"Abe, Kōbō",,"=""""","=""""",3,3.89,Vintage Books,Paperback,239,1964,1962,,2021/11/27,,,read,,,,1,0
31173,Villette,Charlotte Brontë,"Brontë, Charlotte","Ignes Sodre, A.S. Byatt","=""""","=""""",0,3.78,Modern Library,Paperback,573,2001,1853,,2022/09/29,to-read,to-read (#247),to-read,,,,0,0
38367489,"Balzac, Dickens, Dostoevsky: Master Builders of the Spirit",Stefan Zweig,"Zweig, Stefan",,"=""1351314858""","=""9781351314855""",0,4.12,Routledge,ebook,291,2017,1919,,2022/09/29,to-read,to-read (#246),to-read,,,,0,0
763508,Under Milk Wood,Dylan Thomas,"Thomas, Dylan",,"=""0811202097""","=""9780811202091""",0,4.02,New Directions,Paperback,107,1954,1954,,2022/09/28,to-read,to-read (#245),to-read,,,,0,0
51785,The Principles of Mathematics,Bertrand Russell,"Russell, Bertrand",,"=""0393314049""","=""9780393314045""",0,4.07,W. W. Norton & Company,Paperback,576,1996,1903,,2022/09/28,to-read,to-read (#244),to-read,,,,0,0
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",4,4.02,Penguin Press,Hardcover,246,2019,2019,,2021/06/10,,,read,,,,1,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",0,4.52,Penguin Group DAW,Hardcover,662,2007,2007,,2022/09/22,to-read,to-read (#243),to-read,,,,0,0
428,Play It As It Lays,Joan Didion,"Didion, Joan",,"=""0374529949""","=""9780374529949""",0,3.91,"Farrar, Straus and Giroux",Paperback,231,2005,1970,,2022/09/10,to-read,to-read (#242),to-read,,,,0,0
40867533,The Forest of Wool and Steel,Natsu Miyashita,"Miyashita, Natsu",Philip Gabriel,"=""0857525182""","=""9780857525185""",0,3.75,Doubleday,Hardcover,224,2019,2015,,2022/09/09,to-read,to-read (#241),to-read,,,,0,0
150253,"If Not, Winter: Fragments of Sappho",Sappho,"Sappho, Sappho",Anne Carson,"=""1844080811""","=""9781844080816""",0,4.43,Virago,Paperback,416,2003,-550,,2022/08/31,to-read,to-read (#240),to-read,,,,0,0
23841432,Night Sky with Exit Wounds,Ocean Vuong,"Vuong, Ocean",,"=""""","=""""",0,4.18,Copper Canyon Press,Paperback,89,2016,2016,,2022/08/31,to-read,to-read (#239),to-read,,,,0,0
7805,Pale Fire,Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",0,4.17,Penguin Books Ltd,Paperback,246,2000,1962,,2022/08/28,to-read,to-read (#238),to-read,,,,0,0
33850740,The Vane Sisters,Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",0,4.07,,Unknown Binding,,,1951,,2022/08/27,to-read,to-read (#237),to-read,,,,0,0
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk","=""0142437247""","=""9780142437247""",4,3.56,Penguin Classics ,Paperback,720,2003,1851,,2020/06/18,,,read,,,,1,0
36336078,"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,"Aciman, André",,"=""1786495252""","=""9781786495259""",5,4.10,Atlantic Books,Paperback,248,2017,2007,,2020/06/22,,,read,,,,1,0
79653,Tristram Shandy; and A Sentimental Journey,Laurence Sterne,"Sterne, Laurence",,"=""0679600914""","=""9780679600916""",0,3.62,Modern Library,Hardcover,832,1995,1941,,2022/08/12,to-read,to-read (#235),to-read,,,,0,0
17698,The Cossacks,Leo Tolstoy,"Tolstoy, Leo","Cynthia Ozick, Peter Constantine","=""0812975049""","=""9780812975048""",0,3.80,Modern Library,Paperback,161,2006,1863,,2022/06/10,,,read,,,,1,0
194746,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""""","=""""",4,3.96,New Directions,Paperback,176,1958,1948,,2020/06/21,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",4,4.15,Anchor Books,Paperback,311,1998,1985,,2020/06/18,,,read,,,,1,0
62772,I Am a Cat,Natsume Sōseki,"Sōseki, Natsume","Graeme Wilson, Aiko Ito","=""080483265X""","=""9780804832656""",0,3.68,Tuttle Publishing,Paperback,470,2001,1906,,2022/06/14,to-read,to-read (#234),to-read,,,,0,0
34268,Peter Pan,J.M. Barrie,"Barrie, J.M.",Michael Hague,"=""0805072454""","=""9780805072457""",0,4.03,Henry Holt and Co.,Hardcover,155,2003,1911,,2022/06/10,to-read,to-read (#233),to-read,,,,0,0
1249630,Os Maias,Eça de Queirós,"Queirós, Eça de",Ester de Lemos,"=""9725681363""","=""9789725681367""",0,3.99,Verbo,Paperback,681,2003,1888,,2022/06/04,to-read,to-read (#232),to-read,,,,0,0
11438,What We Talk About When We Talk About Love,Raymond Carver,"Carver, Raymond",,"=""0679723056""","=""9780679723059""",0,4.02,Vintage Books,Paperback,159,1989,1981,,2022/06/04,to-read,to-read (#231),to-read,,,,0,0
11449,Cathedral,Raymond Carver,"Carver, Raymond",,"=""0679723692""","=""9780679723691""",5,4.24,Vintage Contemporaries,Paperback,230,1989,1983,,2022/06/02,,,read,,,,1,0
12898,Death of a Salesman,Arthur Miller,"Miller, Arthur",,"=""0435233076""","=""9780435233075""",3,3.58,Heinemann ed,Hardcover,144,1994,1949,,2020/06/22,,,read,,,,1,0
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0060530928""","=""9780060530921""",5,4.16,HarperCollins,Hardcover,312,2008,2008,,2022/04/17,,,read,,,,1,0
519112,The Melancholy Death of Oyster Boy and Other Stories,Tim Burton,"Burton, Tim",,"=""0688156819""","=""9780688156817""",0,4.12,Rob Weisbach Books,Hardcover,115,1997,1997,,2022/05/26,to-read,to-read (#230),to-read,,,,0,0
43890641,Hamnet,Maggie O'Farrell,"O'Farrell, Maggie",,"=""1472223799""","=""9781472223791""",5,4.19,Tinder Press,Hardcover,372,2020,2020,,2022/05/24,,,read,,,,1,0
223666,The General of the Dead Army,Ismail Kadare,"Kadare, Ismail",Marius Dobrescu,"=""""","=""""",0,4.02,New Amsterdam Books,Paperback,256,2005,1963,,2022/05/23,to-read,to-read (#229),to-read,,,,0,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",5,4.12,Vintage International,Paperback,467,2006,2002,,2020/06/24,,,read,,,,1,0
30165203,American Gods,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.10,William Morrow,Kindle Edition,635,2011,2001,,2022/04/18,to-read,to-read (#228),to-read,,,,0,0
57062720,The Opposite of Butterfly Hunting: The Tragedy and The Glory of Growing Up (A Memoir),Evanna Lynch,"Lynch, Evanna",,"=""""","=""""",0,4.53,Ballantine Books,Paperback,463,2021,2021,,2022/04/18,to-read,to-read (#227),to-read,,,,0,0
11250317,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""1408816032""","=""9781408816035""",5,4.31,Bloomsbury Publishing,Hardcover,352,2011,2011,,2020/07/29,,,read,,,,1,0
8852,Macbeth,William Shakespeare,"Shakespeare, William","Folger Shakespeare Library, Barbara A. Mowat, Paul Werstine","=""0743477103""","=""9780743477109""",5,3.89,Simon & Schuster,Mass Market Paperback,249,2013,1623,,2020/06/18,,,read,,,,1,0
45303582,"Snow, Glass, Apples",Neil Gaiman,"Gaiman, Neil",Colleen Doran,"=""1472262913""","=""9781472262912""",0,4.05,Headline Book Publishing,Hardcover,64,2019,2019,,2022/04/17,to-read,to-read (#226),to-read,,,,0,0
18738869,"The Graveyard Book Graphic Novel, Volume 1",Neil Gaiman,"Gaiman, Neil","P. Craig Russell, Kevin Nowlan, Tony Harris, Scott Hampton, Galen Showman, Jill Thompson, Stephen B. Scott, Lovern Kindzierski","=""0062312553""","=""9780062312556""",0,4.31,HarperCollins,Unknown Binding,192,2014,2014,,2022/04/17,to-read,to-read (#225),to-read,,,,0,0
433567,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"Abbott, Edwin A.",,"=""048627263X""","=""9780486272634""",0,3.81,"Dover Publications, Inc.",Paperback,96,1992,1884,,2022/04/12,to-read,to-read (#224),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",5,4.38,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2020/06/20,,,read,,,,1,0
25622780,Wide Sargasso Sea,Jean Rhys,"Rhys, Jean",Edwidge Danticat,"=""0393352560""","=""9780393352566""",0,3.59,W. W. Norton & Company,Paperback,176,2016,1966,,2022/03/31,to-read,to-read (#223),to-read,,,,0,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",0,4.37,G.P. Putnam’s Sons,ebook,384,2018,2018,,2022/03/31,to-read,to-read (#222),to-read,,,,0,0
128627,A Parisian Affair and Other Stories,Guy de Maupassant,"Maupassant, Guy de",Siân Miles,"=""0140448128""","=""9780140448122""",0,4.16,Penguin Classics,Paperback,322,2004,1881,,2022/03/31,to-read,to-read (#221),to-read,,,,0,0
42194293,Stalingrad,Vasily Grossman,"Grossman, Vasily","Robert Chandler, Elizabeth Chandler","=""1681373270""","=""9781681373270""",0,4.28,NYRB Classics,Paperback,1088,2019,1952,,2022/03/30,to-read,to-read (#220),to-read,,,,0,0
9477628,Jerusalem: The Biography,Simon Sebag Montefiore,"Montefiore, Simon Sebag",,"=""0297852655""","=""9780297852650""",0,4.09,Weidenfeld & Nicolson,Hardcover,752,2011,2011,,2022/03/30,to-read,to-read (#219),to-read,,,,0,0
48564330,Betty,Tiffany   McDaniel,"McDaniel, Tiffany",,"=""052565707X""","=""9780525657071""",0,4.41,Knopf,Hardcover,480,2020,2020,,2022/03/30,to-read,to-read (#218),to-read,,,,0,0
58276619,The Books of Jacob,Olga Tokarczuk,"Tokarczuk, Olga",Jennifer  Croft,"=""""","=""""",0,4.02,Riverhead Books,Hardcover,965,2022,2014,,2022/03/30,to-read,to-read (#217),to-read,,,,0,0
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,4.34,Grand Central Publishing,Kindle Edition,496,2017,2017,,2022/03/28,to-read,to-read (#216),to-read,,,,0,0
11987,The Myth of Sisyphus and Other Essays,Albert Camus,"Camus, Albert",Justin O'Brien,"=""""","=""""",0,4.22,Vintage International,Paperback,212,1991,1942,,2022/03/27,to-read,to-read (#215),to-read,,,,0,0
10033,Being and Nothingness,Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""0415278481""","=""9780415278485""",0,3.99,Routledge,Paperback,688,2003,1943,,2022/03/27,to-read,to-read (#214),to-read,,,,0,0
8524528,The Conspiracy Against the Human Race,Thomas Ligotti,"Ligotti, Thomas",Ray Brassier,"=""098242969X""","=""9780982429693""",0,4.03,Hippocampus Press,Hardcover,240,2010,2011,,2022/03/27,to-read,to-read (#213),to-read,,,,0,0
24970,Either/Or: A Fragment of Life,Søren Kierkegaard,"Kierkegaard, Søren","Victor Eremita, Alastair Hannay","=""""","=""""",0,4.16,Penguin Classics,Paperback,633,1992,1843,,2022/03/05,to-read,to-read (#212),to-read,,,,0,0
8694389,Deathless,Catherynne M. Valente,"Valente, Catherynne M.",,"=""0765326302""","=""9780765326300""",0,3.94,Tor Books,Hardcover,352,2011,2011,,2022/02/26,to-read,to-read (#211),to-read,,,,0,0
40130093,Once Upon a River,Diane Setterfield,"Setterfield, Diane",,"=""0743298071""","=""9780743298070""",0,3.94,Atria/Emily Bestler Books,Hardcover,464,2018,2018,,2022/02/23,to-read,to-read (#210),to-read,,,,0,0
33597976,The Snow Child,Eowyn Ivey,"Ivey, Eowyn",,"=""""","=""""",0,4.01,Reagan Arthur Books,Kindle Edition,423,2012,2012,,2022/02/23,to-read,to-read (#209),to-read,,,,0,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387565""","=""9780765387561""",4,4.17,Tor Books,Hardcover,448,2020,2020,,2021/12/11,,,read,,,,1,0
59716,To the Lighthouse,Virginia Woolf,"Woolf, Virginia",Eudora Welty,"=""""","=""""",4,3.81,Harvest Books,Paperback,209,1989,1927,,2020/06/18,,,read,,,,1,0
40121980,Deaf Republic,Ilya Kaminsky,"Kaminsky, Ilya",,"=""1555978312""","=""9781555978310""",0,4.39,Graywolf Press,Paperback,80,2019,2019,,2022/01/15,to-read,to-read (#208),to-read,,,,0,0
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",0,4.47,Alfred A. Knopf,Hardcover,305,2016,2016,,2022/01/12,to-read,to-read (#207),to-read,,,,0,0
2524364,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",4,4.00,EKSMO Publishers,Paperback,479,2006,1987,,2021/02/25,,,read,,,,1,0
17607,All About Love: New Visions,bell hooks,"hooks, bell",,"=""0688168442""","=""9780688168445""",0,4.02,William Morrow,Hardcover,240,1999,1999,,2021/12/16,to-read,to-read (#206),to-read,,,,0,0
38462,Giovanni’s Room,James Baldwin,"Baldwin, James",,"=""""","=""""",0,4.34,Penguin,Paperback,159,2000,1956,,2021/12/16,to-read,to-read (#205),to-read,,,,0,0
6149,"Beloved (Beloved Trilogy, #1)",Toni Morrison,"Morrison, Toni",,"=""""","=""9781400033416""",5,3.97,Vintage,Paperback,325,2004,1987,,2021/09/07,,,read,,,,1,0
12220,A Streetcar Named Desire,Tennessee Williams,"Williams, Tennessee",,"=""0822210894""","=""9780822210894""",5,3.98,Dramatist's Play Service,Paperback,107,1998,1947,,2021/12/14,,,read,,,,1,0
588138,The Hero With a Thousand Faces,Joseph Campbell,"Campbell, Joseph",,"=""0691017840""","=""9780691017846""",0,4.13,Princeton University Press,Paperback,416,1972,1949,,2021/12/13,to-read,to-read (#204),to-read,,,,0,0
408862,The Golden Bough,James George Frazer,"Frazer, James George",,"=""0684826305""","=""9780684826301""",0,4.02,Touchstone,Paperback,880,1995,1890,,2021/12/13,to-read,to-read (#203),to-read,,,,0,0
1410532,From Ritual to Romance,Jessie Laidlay Weston,"Weston, Jessie Laidlay",,"=""0486296806""","=""9780486296807""",0,3.73,Dover Publications,Paperback,240,2011,1920,,2021/12/13,to-read,to-read (#202),to-read,,,,0,0
30319086,If We Were Villains,M.L. Rio,"Rio, M.L.",,"=""125009528X""","=""9781250095282""",2,4.11,Flatiron Books,Hardcover,354,2017,2017,,2020/07/29,,,read,,,,1,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",0,3.43,Green Integer,Paperback,188,2003,1899,,2021/12/06,to-read,to-read (#201),to-read,,,,0,0
85384,The Centaur,John Updike,"Updike, John",,"=""0449912167""","=""9780449912164""",0,3.70,Random House Trade Paperbacks,Paperback,304,1996,1963,,2021/12/06,to-read,to-read (#200),to-read,,,,0,0
9673436,The Invention of Hugo Cabret,Brian Selznick,"Selznick, Brian",,"=""""","=""""",0,4.22,Scholastic Press,Hardcover,534,2007,2007,,2021/12/05,to-read,to-read (#199),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2021/03/28,,,read,,,,1,0
112136,The Major Works,William Wordsworth,"Wordsworth, William",Stephen Gill,"=""0192840444""","=""9780192840448""",0,4.04,Oxford University Press,Paperback,784,2000,1805,,2021/11/21,to-read,to-read (#198),to-read,,,,0,0
7331,Letters from Father Christmas,J.R.R. Tolkien,"Tolkien, J.R.R.",Baillie Tolkien,"=""0618512659""","=""9780618512652""",0,4.30,Mariner Books,Paperback,111,2004,1976,,2021/11/20,to-read,to-read (#197),to-read,,,,0,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,4.14,Faber & Faber,Paperback,258,2005,1989,,2021/11/19,to-read,to-read (#196),to-read,,,,0,0
10206,"Sounds, Feelings, Thoughts:  Seventy Poems by Wislawa Szymborska",Wisława Szymborska,"Szymborska, Wisława","Magnus J. Kruyski, Robert A. Maguire","=""0691013802""","=""9780691013800""",0,4.38,Princeton University Press,Paperback,261,1981,1981,,2021/11/19,to-read,to-read (#195),to-read,,,,0,0
32261,Tess of the D’Urbervilles,Thomas Hardy,"Hardy, Thomas","Margaret R. Higonnet, Tim Dolin","=""""","=""""",4,3.84,Penguin Classics,Paperback,518,2003,1891,2021/11/18,2020/06/29,,,read,,,,1,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.10,Dial Press,Paperback,275,1999,1969,,2021/11/11,to-read,to-read (#194),to-read,,,,0,0
28645679,"Celtic Tales: Fairy Tales and Stories of Enchantment from Ireland, Scotland, Brittany, and Wales",Kate Forrester,"Forrester, Kate",,"=""145215175X""","=""9781452151755""",0,3.98,Chronicle Books,Hardcover,176,2016,2016,,2021/11/11,to-read,to-read (#193),to-read,,,,0,0
19351,The Epic of Gilgamesh,Anonymous,"Anonymous, Anonymous","N.K. Sandars, John Maier, Herbert Mason, John H. Marks, Morris Jastrow Jr.","=""0141026286""","=""9780141026282""",0,3.75,Penguin Books Limited,Paperback,72,2006,-1200,,2021/11/11,to-read,to-read (#192),to-read,,,,0,0
